title:reading_aloud_1, start timestamp:2020-01-08T16:27:07.699887-06:00, stop timestamp:2020-01-08T16:27:38.629076-06:00, headset type:EPOCFLEX, headset serial:F00000F7, headset firmware:f12, subject name:Kat, channels:74, sampling rate:128, samples:3992      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.Cz,EEG.Fz,EEG.Fp1,EEG.F7,EEG.F3,EEG.FC1,EEG.C3,EEG.FC5,EEG.FT9,EEG.T7,EEG.TP9,EEG.CP5,EEG.CP1,EEG.P3,EEG.P7,EEG.O1,EEG.Pz,EEG.Oz,EEG.O2,EEG.P8,EEG.P4,EEG.CP2,EEG.CP6,EEG.TP10,EEG.T8,EEG.FT10,EEG.FC6,EEG.C4,EEG.FC2,EEG.F4,EEG.F8,EEG.Fp2,EEG.HighBitFlex,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.Cz,CQ.Fz,CQ.Fp1,CQ.F7,CQ.F3,CQ.FC1,CQ.C3,CQ.FC5,CQ.FT9,CQ.T7,CQ.TP9,CQ.CP5,CQ.CP1,CQ.P3,CQ.P7,CQ.O1,CQ.Pz,CQ.Oz,CQ.O2,CQ.P8,CQ.P4,CQ.CP2,CQ.CP6,CQ.TP10,CQ.T8,CQ.FT10,CQ.FC6,CQ.C4,CQ.FC2,CQ.F4,CQ.F8,CQ.Fp2
1578522427.777882,121.000000,0.000000,-401.790558,-208.454193,-491.120697,-338.125977,-33.179466,43.336349,-118.766350,-87.818459,-226.226242,1043.062744,33.017551,10.291568,-286.351898,-185.866882,314.279785,-142.283066,-194.835785,66.876793,193.153290,-56.725880,-241.836807,-361.292542,-212.167892,327.539948,363.854462,-43.055115,-216.028992,-255.808640,-309.013092,-595.100342,-529.325928,-499.920349,7808.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.785732,122.000000,0.000000,-399.850311,-206.194443,-487.552673,-339.326324,-28.530903,69.446861,-105.827072,-87.730637,-236.769257,1013.301697,0.676841,9.255635,-276.321960,-193.886154,285.247559,-126.756157,-181.820435,82.194534,212.960144,-23.848642,-222.620605,-352.726135,-201.186493,294.904724,331.182922,-57.371037,-211.710403,-252.475906,-301.011749,-593.992432,-527.258118,-490.189667,7808.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.793481,123.000000,0.000000,-400.988922,-205.475433,-484.501007,-338.474182,-25.425449,102.197929,-106.746887,-87.130089,-220.122223,1003.057617,15.547958,-11.266440,-278.096893,-202.923035,252.654617,-117.911453,-186.766815,102.112335,234.285645,-28.440178,-225.474915,-347.758026,-188.164795,296.661102,336.492767,-37.826485,-199.703827,-246.069580,-302.249207,-590.321472,-520.577026,-480.468689,7808.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.801331,124.000000,0.000000,-398.536652,-205.782776,-488.119080,-338.135712,-27.451305,130.300858,-104.076042,-85.504494,-222.979019,1024.618652,48.352924,10.283287,-268.588043,-174.514984,285.222473,-99.332008,-187.092865,102.010223,225.333405,-35.078403,-228.326355,-343.307709,-190.027908,328.159302,368.976807,-18.301479,-190.786163,-234.541458,-301.946960,-587.679871,-512.876953,-486.142059,7680.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.809080,125.000000,0.000000,-396.086823,-205.576996,-493.271973,-338.823212,-24.346931,145.042358,-96.279655,-85.418991,-232.499634,1025.645386,81.125084,36.939671,-260.627136,-162.545593,317.757751,-108.463440,-184.341675,74.728729,192.800385,-24.786915,-226.559570,-341.425934,-189.837875,358.087555,396.812958,-22.385740,-194.697952,-233.794098,-306.260406,-592.220398,-513.389709,-497.450806,7680.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.816730,126.000000,0.000000,-394.152283,-205.371414,-488.163330,-338.484375,-15.091815,146.435776,-100.798759,-84.307930,-214.831238,997.440186,48.736267,15.877090,-266.520355,-183.921509,285.132324,-139.124207,-186.208618,59.269386,177.222961,-37.582642,-229.409927,-342.110138,-189.135223,326.447418,372.826385,-21.337715,-193.477600,-238.688507,-313.133636,-594.705139,-507.748138,-493.363617,7680.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.824480,127.000000,0.000000,-393.758118,-205.678864,-476.905914,-335.068970,-11.486979,131.417542,-113.005653,-81.146706,-203.334351,982.596619,16.379837,-16.446480,-271.894867,-201.173492,252.539490,-162.062012,-188.586502,64.851143,208.327789,-63.698906,-231.744629,-342.793671,-191.510193,293.813293,340.145874,-14.136889,-185.591827,-237.424179,-313.846130,-592.571960,-496.471161,-482.101013,7808.000000,0.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.832129,0.000000,0.000000,-391.825897,-205.986008,-472.839264,-333.708252,-12.501133,98.978432,-112.379829,-83.116837,-220.054108,991.870422,49.183971,-16.430033,-272.135803,-200.972305,279.466431,-166.515335,-188.397919,68.888855,230.683563,-45.173668,-224.846222,-339.886780,-190.293030,326.339966,372.626221,-17.712496,-185.406235,-233.084198,-312.506653,-591.466553,-492.897766,-478.029175,0.000000,206.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.839879,1.000000,0.000000,-384.254608,-204.754379,-472.879242,-334.913025,-8.386068,75.289711,-96.370010,-78.418335,-227.526352,1014.468262,81.955299,16.406910,-265.196991,-185.386719,312.007477,-157.630875,-187.696701,57.537914,203.273407,-12.307981,-213.852142,-334.418701,-181.384796,354.731598,398.920288,-11.028117,-177.528519,-221.569061,-312.706970,-585.234070,-486.763855,-474.474213,0.000000,183.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1578522427.847529,2.000000,0.000000,-374.639587,-204.549637,-467.278168,-326.372986,-3.249477,73.675957,-79.350563,-62.442482,-203.709091,1038.069214,70.591293,45.108452,-252.111282,-165.714157,339.900604,-132.857849,-182.380798,59.531658,192.813721,-7.680288,-210.561371,-326.904785,-169.408539,322.069153,370.829041,15.649578,-161.966370,-205.450058,-312.394257,-570.289856,-473.456573,-470.922821,0.000000,185.000000,-1.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000
