1578525048.90713,127,0,-11.116208,26.553326,-152.32489,52.780579,44.014671,-1.651187,11.949681,28.497265,15.144892,-5.518907,104.672287,116.89711,34.387325,120.650475,108.276878,283.218719,54.300156,236.424255,225.629242,-57.95155,54.015675,21.692251,25.146845,66.484291,-28.729921,7.541083,-22.33897,16.332844,70.575943,1.229802,76.026604,-145.645554,8064,0,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.91498,0,0,-12.643554,26.526772,-149.608475,46.573952,45.509121,-1.649536,0.65568,27.955946,14.616926,-23.974926,120.977875,91.139191,18.968323,101.555466,75.860909,304.986786,47.066368,243.36731,228.993362,-46.098724,51.397556,18.593636,23.583237,58.725498,-35.367859,8.559183,-22.316631,14.778049,70.505371,1.741392,76.463402,-141.397339,0,213,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.92273,1,0,-15.195012,26.500244,-149.458862,35.758144,45.463612,-1.647887,-17.293694,22.799786,12.551027,-36.258644,89.062019,73.612152,5.616022,89.659042,53.733765,285.707458,39.326996,213.893173,210.815643,-13.232113,52.884617,12.934016,23.046833,26.359081,-67.640182,7.012163,-22.294313,15.276092,70.947685,0.71401,75.874115,-143.820053,0,169,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.93058,2,0,-15.179817,26.473745,-151.873505,36.235207,44.392506,-1.646239,-18.814861,17.648781,10.487195,-22.889051,90.511421,82.256485,6.636046,91.620667,71.628746,268.498657,39.28767,207.012619,205.989441,-16.295803,52.831734,12.921082,36.869942,41.717339,-61.418697,10.082073,-21.759199,17.312098,70.87674,2.251757,76.311058,-149.830078,0,118,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.93833,3,0,-15.677458,26.447271,-147.106247,45.942562,42.296833,-1.644593,-16.744764,16.09267,16.117733,-16.712317,123.241425,80.122948,7.142231,92.041862,56.172504,287.717346,41.299664,232.446625,215.527054,-48.5872,43.035313,14.446623,41.448456,74.496132,-28.536766,16.738659,-22.250261,11.65376,70.805862,4.813608,81.362953,-144.039215,0,202,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.94618,4,0,-15.66178,26.420824,-140.292465,51.024826,41.228893,-2.155768,-17.240839,19.666321,26.870846,-21.310989,116.451515,84.145393,12.263294,103.744698,64.834282,318.71167,48.950672,249.137268,225.055115,-45.97451,41.966637,13.919356,18.330084,71.344711,-23.892843,18.773201,-21.715189,3.436978,70.735054,4.808794,86.922615,-138.25415,0,216,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.95392,5,0,-11.543555,26.394403,-140.152176,49.435337,41.187664,-2.153613,-13.121035,25.800501,31.45936,-15.135832,95.822243,107.650986,25.584364,120.051208,97.589958,324.546814,58.645309,243.247101,224.830063,-13.108023,53.206722,12.879796,11.645086,38.965675,-51.56126,21.318531,-19.129372,11.125849,70.151497,7.368088,87.861336,-139.654358,0,181,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.96177,6,0,-7.429447,26.368008,-141.037674,49.898724,40.633656,-1.638638,-9.51817,27.825983,30.40226,-6.402748,117.264885,109.59462,30.174164,117.879875,92.364166,301.145325,60.125126,230.183334,215.887283,-4.376966,60.333,13.379736,38.812927,23.542095,-65.35585,28.989519,-15.520499,23.935236,70.59417,12.488925,89.824753,-136.43779,0,207,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.96952,7,0,-11.524582,26.34164,-139.35817,51.387287,41.105843,-2.14982,-10.021473,25.746874,30.371857,-13.575832,120.224541,93.587593,26.041426,107.505585,64.066673,284.433929,59.552181,224.824951,212.08165,-30.013615,58.734207,14.391997,57.235653,32.236504,-58.623829,28.44771,-13.966517,17.244633,70.01075,9.399513,91.273392,-136.814163,0,212,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1578525048.97717,8,0,-15.1028,26.315298,-140.757278,49.284618,42.090378,-1.63485,-10.011451,25.208307,31.367126,-29.459692,93.95047,92.468361,26.015385,106.372437,79.387222,290.303345,58.466988,227.16423,212.382385,-42.804115,50.983166,13.864785,48.460468,57.33247,-35.488281,16.11157,-15.491013,2.355594,67.889458,1.184986,87.079559,-147.959396,0,200,-1,,,,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
